all_seq_number	fishcard_12S_all_LA11.1.R1.S25.L001	fishcard_12S_all_LA11.1.R2.S26.L001	fishcard_12S_all_LA11.1.R3.S27.L001	fishcard_12S_all_LA11.2.R1.S28.L001	fishcard_12S_all_LA11.2.R2.S29.L001	fishcard_12S_all_LA11.2.R3.S30.L001	fishcard_12S_all_LA11.3.R1.S31.L001	fishcard_12S_all_LA11.3.R2.S32.L001	fishcard_12S_all_LA11.3.R3.S33.L001	fishcard_12S_all_LA11.4.R1.S34.L001	fishcard_12S_all_LA11.4.R2.S35.L001	fishcard_12S_all_LA11.4.R3.S36.L001	fishcard_12S_all_LA11.Blank.S90.L001	fishcard_12S_all_LA14.1.R1.S37.L001	fishcard_12S_all_LA14.1.R2.S38.L001	fishcard_12S_all_LA14.1.R3.S39.L001	fishcard_12S_all_LA14.2.R1.S40.L001	fishcard_12S_all_LA14.2.R2.S41.L001	fishcard_12S_all_LA14.2.R3.S42.L001	fishcard_12S_all_LA14.3.R1.S43.L001	fishcard_12S_all_LA14.3.R2.S44.L001	fishcard_12S_all_LA14.3.R3.S45.L001	fishcard_12S_all_LA14.4.R1.S46.L001	fishcard_12S_all_LA14.4.R2.S47.L001	fishcard_12S_all_LA14.4.R3.S48.L001	fishcard_12S_all_LA14.Blank.S91.L001	fishcard_12S_all_LA3.1.R1.S1.L001	fishcard_12S_all_LA3.1.R2.S2.L001	fishcard_12S_all_LA3.1.R3.S3.L001	fishcard_12S_all_LA3.2.R1.S4.L001	fishcard_12S_all_LA3.2.R2.S5.L001	fishcard_12S_all_LA3.2.R3.S6.L001	fishcard_12S_all_LA3.3.R1.S7.L001	fishcard_12S_all_LA3.3.R2.S8.L001	fishcard_12S_all_LA3.3.R3.S9.L001	fishcard_12S_all_LA3.4.R1.S10.L001	fishcard_12S_all_LA3.4.R2.S11.L001	fishcard_12S_all_LA3.4.R3.S12.L001	fishcard_12S_all_LA3.Blank.S88.L001	fishcard_12S_all_LA3.LA11.ext.S95.L001	fishcard_12S_all_LA6.1.R1.S13.L001	fishcard_12S_all_LA6.1.R2.S14.L001	fishcard_12S_all_LA6.1.R3.S15.L001	fishcard_12S_all_LA6.2.R1.S16.L001	fishcard_12S_all_LA6.2.R2.S17.L001	fishcard_12S_all_LA6.2.R3.S18.L001	fishcard_12S_all_LA6.3.R1.S19.L001	fishcard_12S_all_LA6.3.R2.S20.L001	fishcard_12S_all_LA6.3.R3.S21.L001	fishcard_12S_all_LA6.4.R1.S22.L001	fishcard_12S_all_LA6.4.R2.S23.L001	fishcard_12S_all_LA6.4.R3.S24.L001	fishcard_12S_all_LA6.Blank.S89.L001	fishcard_12S_all_LA6.LA14.LB2.ext.S97.L001	fishcard_12S_all_LB1.0.R1.S85.L001	fishcard_12S_all_LB1.0.R2.S86.L001	fishcard_12S_all_LB1.0.R3.S87.L001	fishcard_12S_all_LB1.1.R1.S49.L001	fishcard_12S_all_LB1.1.R2.S50.L001	fishcard_12S_all_LB1.1.R3.S51.L001	fishcard_12S_all_LB1.2.R1.S52.L001	fishcard_12S_all_LB1.2.R2.S53.L001	fishcard_12S_all_LB1.2.R3.S54.L001	fishcard_12S_all_LB1.3.R1.S55.L001	fishcard_12S_all_LB1.3.R2.S56.L001	fishcard_12S_all_LB1.3.R3.S57.L001	fishcard_12S_all_LB1.4.R1.S58.L001	fishcard_12S_all_LB1.4.R2.S59.L001	fishcard_12S_all_LB1.4.R3.S60.L001	fishcard_12S_all_LB1.Blank.S92.L001	fishcard_12S_all_LB1.LB14.ext.S98.L001	fishcard_12S_all_LB14.1.R1.S73.L001	fishcard_12S_all_LB14.1.R2.S74.L001	fishcard_12S_all_LB14.1.R3.S75.L001	fishcard_12S_all_LB14.2.R1.S76.L001	fishcard_12S_all_LB14.2.R2.S77.L001	fishcard_12S_all_LB14.2.R3.S78.L001	fishcard_12S_all_LB14.3.R1.S79.L001	fishcard_12S_all_LB14.3.R2.S80.L001	fishcard_12S_all_LB14.3.R3.S81.L001	fishcard_12S_all_LB14.4.R1.S82.L001	fishcard_12S_all_LB14.4.R2.S83.L001	fishcard_12S_all_LB14.4.R3.S84.L001	fishcard_12S_all_LB14.Blank.S94.L001	fishcard_12S_all_LB2.1.R1.S61.L001	fishcard_12S_all_LB2.1.R2.S62.L001	fishcard_12S_all_LB2.1.R3.S63.L001	fishcard_12S_all_LB2.2.R1.S64.L001	fishcard_12S_all_LB2.2.R2.S65.L001	fishcard_12S_all_LB2.2.R3.S66.L001	fishcard_12S_all_LB2.3.R1.S67.L001	fishcard_12S_all_LB2.3.R2.S68.L001	fishcard_12S_all_LB2.3.R3.S69.L001	fishcard_12S_all_LB2.4.R1.S70.L001	fishcard_12S_all_LB2.4.R2.S71.L001	fishcard_12S_all_LB2.4.R3.S72.L001	fishcard_12S_all_LB2.Blank.S93.L001	fishcard_12S_all_PCR.neg1.S96.L001	fishcard_12S_all_PCR.neg2.S99.L001	sum taxonomy
forward_fishcard_12S_all_34	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	13	0	0	1	7	0	8	2	1	0	1	1	5	4	1	0	0	1	0	0	1	2	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	1	5	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Phanerodon;
forward_fishcard_12S_all_35	2	1	1	0	3	2	2	3	0	2	2	0	0	2	0	0	0	1	2	2	0	0	0	1	2	0	0	1	1	0	0	0	0	1	2	1	1	1	0	0	0	1	2	0	0	2	3	0	0	0	0	2	0	0	1	1	0	1	3	0	0	2	1	1	1	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	1	2	0	0	1	0	0	0	
forward_fishcard_12S_all_36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	6	0	2	4	3	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	4	1	0	0	0	2	0	2	1	0	0	0	8	5	0	0	0	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus
forward_fishcard_12S_all_37	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	2	0	0	2	1	2	4	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_38	0	0	0	1	0	2	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	2	0	0	0	1	0	1	2	1	0	0	0	0	2	3	0	4	1	2	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	3	2	0	0	1	2	0	1	2	2	4	1	1	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_39	1	0	1	0	0	7	0	1	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	1	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer
forward_fishcard_12S_all_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	2	3	0	0	4	1	0	1	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	2	0	1	1	1	2	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_41	0	1	1	0	3	0	0	0	0	0	2	0	0	0	2	1	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer
forward_fishcard_12S_all_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	3	11	1	0	3	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	1	0	0	5	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_43	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	1	0	1	0	11	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	12	0	0	3	1	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius gentilis
forward_fishcard_12S_all_45	0	1	0	0	1	0	2	0	0	0	1	1	0	1	1	0	0	0	2	0	1	0	1	0	0	0	2	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	3	0	0	0	0	
forward_fishcard_12S_all_46	0	2	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	3	0	0	2	0	1	1	1	0	2	0	3	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	2	0	0	0	0	0	0	
forward_fishcard_12S_all_47	1	0	0	1	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	6	0	0	0	2	2	0	1	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_48	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	2	1	0	0	0	5	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus
forward_fishcard_12S_all_49	1	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;
forward_fishcard_12S_all_50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	2	1	2	0	0	1	0	6	0	0	0	1	0	0	0	16	0	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_51	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	15	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	3	1	0	1	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_52	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	5	0	4	7	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus
forward_fishcard_12S_all_53	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	3	1	0	2	0	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	3	1	0	0	0	1	0	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_54	0	0	0	0	0	1	1	1	0	1	2	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	6	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_55	0	0	1	0	1	2	1	0	0	0	1	0	0	2	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	3	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
forward_fishcard_12S_all_56	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius jenkinsi
forward_fishcard_12S_all_57	0	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola dorsalis
forward_fishcard_12S_all_58	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	1	0	2	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_59	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	0	0	1	0	2	1	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_60	0	0	0	0	0	1	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_61	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	15	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_62	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_63	0	0	1	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	1	3	3	3	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;
forward_fishcard_12S_all_64	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	
forward_fishcard_12S_all_65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	1	1	0	0	1	1	0	0	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2	2	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_67	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	2	0	0	0	1	0	0	0	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	1	0	0	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	1	1	0	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_69	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer
forward_fishcard_12S_all_70	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1	1	0	1	5	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
forward_fishcard_12S_all_71	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	6	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax maculatofasciatus
forward_fishcard_12S_all_73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	1	1	0	2	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_74	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_75	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	3	1	0	2	0	0	0	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_76	0	1	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	1	0	2	1	0	3	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
